transaction_amount,merchant_category,transaction_hour,day_of_week,is_weekend,customer_age,account_age_days,previous_transactions_day,average_transaction_amount,credit_limit,amount_vs_average_ratio,time_since_last_transaction,location_risk_score,is_fraud
8.78,4,5,0,0,41,338,3,18.55,500.0,0.47,22.6,16.0,0
21.6,0,9,6,1,59,79,2,56.83,500.0,0.38,2.4,36.3,0
2.0,11,6,3,0,30,491,0,10.0,500.0,0.2,2.1,7.4,0
33.29,16,22,5,1,38,283,0,10.0,500.0,3.33,17.7,23.4,0
44.47,16,4,1,0,29,358,2,17.65,500.0,2.52,2.9,18.2,0
12.22,12,1,5,1,57,460,3,10.0,500.0,1.22,1.9,35.2,0
691.09,17,2,5,1,63,387,2,10.0,500.0,69.11,6.2,36.8,0
148.2,19,19,2,0,45,153,5,10.0,500.0,14.82,4.0,19.4,0
561.05,3,21,0,0,33,501,3,60.38,636.19,9.29,14.2,25.4,0
8.79,6,12,6,1,23,244,1,16.93,500.0,0.52,19.2,28.8,0
50.09,3,14,0,0,38,1005,4,19.4,500.0,2.58,14.7,6.0,0
23.85,0,10,5,1,53,118,3,90.72,1350.68,0.26,0.1,14.1,0
12.09,0,19,3,0,38,134,1,23.46,500.0,0.52,8.1,26.5,0
23.26,8,15,5,1,46,25,1,22.02,500.0,1.06,3.1,10.7,0
5.23,13,2,1,0,48,505,4,44.95,500.0,0.12,43.7,7.5,0
10.66,18,0,0,0,73,896,6,10.0,500.0,1.07,2.1,38.3,0
7.78,1,18,1,0,63,75,3,10.0,500.0,0.78,7.8,19.1,0
53.68,1,8,1,0,28,464,2,21.67,500.0,2.48,19.3,43.5,0
5.21,6,2,2,0,39,720,4,14.81,500.0,0.35,12.5,26.1,0
26.54,4,4,0,0,74,830,2,10.0,500.0,2.65,5.5,19.2,0
7.78,0,1,4,0,39,4,3,44.41,500.0,0.18,1.5,25.3,0
43.29,11,7,6,1,24,67,1,23.6,500.0,1.83,27.8,31.1,0
22.32,15,8,1,0,49,295,4,10.0,500.0,2.23,13.5,5.3,0
10.65,2,10,4,0,42,133,3,10.0,500.0,1.06,19.8,27.2,0
73.79,7,13,3,0,37,248,2,13.6,500.0,5.43,6.7,12.0,0
3.12,19,22,0,0,57,572,5,10.0,500.0,0.31,3.5,35.2,0
10.22,14,14,6,1,40,105,1,20.9,500.0,0.49,19.1,20.6,0
5.47,15,16,4,0,35,594,1,10.0,500.0,0.55,0.4,2.2,0
1.0,12,10,0,0,60,871,0,10.0,500.0,0.1,30.4,28.0,0
6.52,13,14,3,0,73,76,1,60.75,530.65,0.11,6.2,9.5,0
7.93,19,20,3,0,43,421,1,65.16,500.0,0.12,10.6,39.2,0
24.25,7,15,2,0,36,139,3,10.0,500.0,2.42,0.5,44.3,0
20.4,10,11,2,0,59,538,3,22.72,500.0,0.9,14.3,38.6,0
84.76,2,16,6,1,39,124,0,10.0,500.0,8.48,3.5,30.1,0
45.03,15,10,0,0,40,906,3,105.9,1395.65,0.43,10.5,22.2,0
22.75,16,12,5,1,50,229,2,10.0,500.0,2.28,3.6,17.2,0
91.05,18,15,6,1,57,47,2,10.0,500.0,9.1,4.3,24.7,0
3.01,0,1,3,0,51,237,1,38.38,640.72,0.08,0.4,35.4,0
60.84,3,21,4,0,42,157,3,10.81,500.0,5.63,9.8,29.7,0
20.43,8,0,4,0,63,687,2,26.69,500.0,0.77,3.7,10.4,0
134.51,6,1,1,0,45,245,3,18.89,500.0,7.12,0.2,22.3,0
57.51,9,10,4,0,29,184,3,22.11,500.0,2.6,1.3,8.8,0
1.19,0,9,1,0,23,2098,3,22.53,500.0,0.05,28.0,4.7,0
3.15,11,16,4,0,52,194,1,15.09,500.0,0.21,24.6,21.9,0
8.87,10,21,0,0,43,427,3,10.0,500.0,0.89,1.5,17.8,0
6.37,0,14,4,0,42,910,0,10.0,500.0,0.64,9.4,33.5,0
2.72,11,22,4,0,65,661,3,37.89,671.98,0.07,6.6,10.3,0
5.38,5,13,6,1,43,537,0,10.0,500.0,0.54,6.2,16.3,0
2.12,4,19,6,1,31,1378,4,22.33,500.0,0.09,10.3,19.3,0
42.52,8,0,0,0,46,94,1,10.0,500.0,4.25,29.9,2.1,0
33.46,17,7,0,0,18,141,3,54.97,893.42,0.61,8.4,20.2,0
11.11,11,1,3,0,53,306,1,19.32,500.0,0.58,6.0,4.1,0
422.41,9,22,2,0,41,44,2,78.82,500.0,5.36,8.0,9.9,0
2.1,19,15,6,1,52,316,4,10.0,500.0,0.21,7.3,27.0,0
89.56,17,14,6,1,53,170,2,36.82,601.45,2.43,5.7,23.5,0
29.06,2,2,6,1,64,82,1,67.22,1258.35,0.43,3.1,33.1,0
1.76,0,14,5,1,46,47,4,41.7,500.0,0.04,29.1,22.0,0
44.42,13,9,3,0,35,15,6,10.0,500.0,4.44,28.0,13.2,0
37.17,12,23,1,0,30,527,2,10.0,500.0,3.72,2.4,14.8,0
59.5,13,8,3,0,33,254,2,50.15,571.68,1.19,30.9,16.0,0
11.95,11,0,6,1,41,1,4,30.65,500.0,0.39,8.6,18.3,0
5.87,17,12,2,0,60,495,0,10.0,500.0,0.59,7.6,21.4,0
8.99,7,14,0,0,42,148,3,11.0,500.0,0.82,0.8,18.2,0
52.07,16,6,0,0,38,376,3,10.0,500.0,5.21,7.6,18.8,0
4.0,16,19,4,0,35,420,1,10.0,500.0,0.4,0.7,14.7,0
22.15,6,22,3,0,41,69,2,10.24,500.0,2.16,0.2,24.0,0
183.35,15,11,5,1,29,353,3,46.73,851.21,3.92,9.6,27.2,0
41.8,3,19,2,0,46,214,0,12.44,500.0,3.36,24.0,15.0,0
42.7,14,10,2,0,49,557,1,10.0,500.0,4.27,0.8,34.9,0
112.18,3,7,0,0,23,625,1,10.0,500.0,11.22,0.6,6.8,0
40.31,16,10,2,0,59,1034,2,24.85,500.0,1.62,19.1,24.5,0
22.5,10,8,2,0,30,292,3,10.0,500.0,2.25,29.6,25.0,0
8.57,19,20,5,1,52,8,3,10.0,500.0,0.86,2.9,32.6,0
8.45,5,20,0,0,28,441,3,29.02,500.0,0.29,1.0,38.8,0
81.51,16,20,3,0,19,1010,3,10.0,500.0,8.15,35.8,25.2,0
22.03,16,2,3,0,58,616,1,10.0,500.0,2.2,18.3,4.7,0
5.27,14,13,5,1,46,433,2,24.56,500.0,0.21,0.2,35.0,0
36.34,16,16,1,0,46,205,1,53.96,500.0,0.67,47.1,8.0,0
250.68,15,15,3,0,40,396,5,11.73,500.0,21.37,2.8,3.9,0
1.82,5,18,3,0,34,916,1,10.0,500.0,0.18,0.9,22.5,0
19.42,7,17,5,1,23,446,1,17.78,500.0,1.09,33.9,19.2,0
14.75,17,13,5,1,33,233,0,23.17,500.0,0.64,28.7,23.1,0
165.55,11,15,1,0,20,536,0,10.0,500.0,16.56,12.7,12.8,0
18.6,18,10,3,0,43,378,3,11.38,500.0,1.63,18.3,7.5,0
23.93,16,14,1,0,54,15,1,19.9,500.0,1.2,16.5,19.9,0
27.54,3,14,2,0,32,655,5,10.0,500.0,2.75,41.2,41.6,0
62.84,8,5,6,1,40,534,3,30.87,546.43,2.04,1.6,2.3,0
68.81,11,21,3,0,72,20,2,10.0,500.0,6.88,7.3,28.7,0
6.98,19,3,5,1,49,323,3,57.27,702.03,0.12,40.3,8.6,0
2.95,14,7,3,0,46,63,0,16.68,500.0,0.18,14.1,17.3,0
2.2,8,23,1,0,40,130,1,18.77,500.0,0.12,22.4,25.6,0
12.61,2,12,6,1,25,162,2,10.0,500.0,1.26,1.1,23.4,0
147.15,2,13,2,0,26,286,1,17.73,500.0,8.3,3.2,16.7,0
3.19,12,15,5,1,20,1159,2,34.48,500.0,0.09,0.1,24.3,0
444.26,7,14,2,0,45,814,2,10.0,500.0,44.43,1.4,35.8,0
34.82,2,12,0,0,32,350,1,42.14,525.41,0.83,1.4,40.9,0
1.32,11,7,2,0,57,250,5,42.22,543.31,0.03,7.1,30.0,0
7.63,0,13,1,0,47,232,1,13.39,500.0,0.57,28.8,3.9,0
41.98,16,18,2,0,50,257,3,10.0,500.0,4.2,4.8,29.1,0
67.6,6,19,1,0,32,88,3,20.46,500.0,3.3,10.9,4.4,0
1.0,3,19,2,0,33,211,0,10.0,500.0,0.1,10.4,28.9,0
219.23,2,6,1,0,74,14,0,10.0,500.0,21.92,0.9,28.9,0
47.13,7,22,6,1,34,853,0,52.53,500.0,0.9,5.6,39.7,0
31.15,13,13,1,0,57,29,3,10.0,500.0,3.12,6.7,31.1,0
1095.31,19,22,3,0,52,196,3,10.0,500.0,109.53,24.3,6.5,0
8.62,13,18,5,1,42,776,2,10.0,500.0,0.86,24.6,31.3,0
9.1,6,9,3,0,52,672,2,10.0,500.0,0.91,11.2,32.9,0
447.89,17,21,3,0,18,190,1,10.0,500.0,44.79,8.5,27.4,0
8.31,13,0,1,0,58,275,3,10.0,500.0,0.83,0.5,31.2,0
19.95,11,18,2,0,43,136,0,10.0,500.0,2.0,10.9,30.0,0
1.26,2,11,1,0,36,462,1,59.11,1032.74,0.02,6.9,26.3,0
256.93,7,9,0,0,48,2481,0,12.49,500.0,20.57,4.4,12.9,0
5.97,7,22,0,0,51,196,1,10.0,500.0,0.6,0.4,24.6,0
35.15,8,9,2,0,36,52,1,12.58,500.0,2.79,1.7,17.1,0
81.71,18,22,5,1,57,831,5,10.0,500.0,8.17,6.2,13.4,0
12.92,12,17,5,1,45,573,1,10.38,500.0,1.24,2.5,34.8,0
99.7,14,21,5,1,72,48,1,10.0,500.0,9.97,0.8,12.2,0
2.33,3,21,0,0,52,90,2,15.47,500.0,0.15,38.7,6.4,0
32.86,7,4,1,0,29,8,1,104.74,1863.65,0.31,1.5,30.9,0
20.58,14,5,4,0,45,1108,4,10.0,500.0,2.06,14.6,23.5,0
377.36,10,15,3,0,40,241,0,19.9,500.0,18.96,8.9,5.3,0
39.26,15,9,6,1,48,211,1,14.37,500.0,2.73,32.5,22.6,0
7.11,5,7,4,0,44,46,2,10.0,500.0,0.71,1.3,13.7,0
95.86,11,22,2,0,28,32,1,33.67,657.07,2.85,7.7,10.8,0
21.78,14,1,2,0,48,154,5,10.0,500.0,2.18,0.5,19.2,0
44.74,15,20,5,1,50,454,2,11.97,500.0,3.74,14.1,9.1,0
23.14,11,3,4,0,35,389,0,10.0,500.0,2.31,0.6,23.5,0
10.66,0,5,6,1,57,84,4,20.78,500.0,0.51,6.4,17.4,0
34.84,17,14,5,1,18,319,2,10.0,500.0,3.48,2.8,18.4,0
12.9,16,20,1,0,18,111,3,38.74,610.1,0.33,22.9,23.9,0
272.03,18,22,0,0,30,332,3,10.0,500.0,27.2,0.3,30.8,0
1.21,9,1,6,1,18,11,1,13.56,500.0,0.09,19.1,28.2,0
26.59,0,21,6,1,49,479,1,61.5,500.0,0.43,0.2,26.1,0
4.08,5,19,4,0,40,728,1,64.7,1134.75,0.06,7.3,19.8,0
12.3,9,13,1,0,42,184,0,18.75,500.0,0.66,0.6,13.3,0
6.11,13,19,1,0,22,232,5,10.0,500.0,0.61,11.2,50.7,0
17.89,4,11,6,1,43,512,1,34.96,583.09,0.51,8.1,6.4,0
4.16,14,4,6,1,25,288,3,11.06,500.0,0.38,1.1,13.6,0
17.52,15,16,4,0,40,967,2,12.94,500.0,1.35,0.6,1.0,0
12.79,16,21,1,0,30,212,3,39.19,731.78,0.33,7.4,17.9,0
15.74,8,6,0,0,23,258,2,10.0,500.0,1.57,11.5,44.9,0
81.68,4,21,6,1,59,177,3,23.2,500.0,3.52,1.9,6.0,0
11.29,11,8,4,0,41,15,2,10.0,500.0,1.13,2.9,14.4,0
37.29,2,9,0,0,40,33,2,10.0,500.0,3.73,11.4,39.2,0
339.74,13,11,1,0,32,473,4,10.0,500.0,33.97,1.0,16.8,0
3.59,0,8,4,0,30,34,1,75.43,500.0,0.05,7.8,21.3,0
41.79,1,18,6,1,38,97,3,10.0,500.0,4.18,14.7,19.8,0
4.51,5,5,0,0,37,73,1,12.84,500.0,0.35,4.1,7.2,0
39.66,18,17,5,1,43,313,2,10.0,500.0,3.97,5.8,4.0,0
4.07,18,0,2,0,60,83,2,22.94,500.0,0.18,8.1,30.6,0
34.95,1,19,6,1,26,62,3,12.67,500.0,2.76,39.8,8.5,0
342.88,7,17,3,0,56,92,1,10.0,500.0,34.29,19.6,37.7,0
35.0,19,23,4,0,34,866,5,58.66,1165.95,0.6,11.0,27.8,0
13.81,8,7,5,1,18,123,1,23.05,500.0,0.6,2.0,25.5,0
32.89,10,9,0,0,20,159,3,25.34,500.0,1.3,9.1,10.0,0
1.3,1,18,0,0,64,773,3,10.0,500.0,0.13,2.3,35.2,0
50.2,1,17,6,1,54,313,0,24.57,500.0,2.04,2.4,26.3,0
10.52,11,5,2,0,47,434,1,10.0,500.0,1.05,18.7,3.8,0
101.24,6,15,1,0,62,133,2,17.79,500.0,5.69,4.6,21.8,0
23.97,10,4,3,0,54,251,5,10.0,500.0,2.4,7.9,11.3,0
2.22,0,14,1,0,46,158,1,34.44,500.0,0.06,14.1,11.4,0
13.58,2,15,4,0,53,420,1,12.25,500.0,1.11,0.1,34.5,0
1.75,6,15,1,0,40,658,5,59.24,720.12,0.03,10.4,36.0,0
56.11,14,15,3,0,28,422,1,30.79,500.0,1.82,0.4,5.5,0
6.3,0,2,1,0,59,650,3,20.1,500.0,0.31,5.3,14.4,0
64.22,0,1,0,0,68,252,2,10.0,500.0,6.42,9.6,38.5,0
3.13,9,0,1,0,62,172,4,10.0,500.0,0.31,31.5,5.5,0
32.31,15,10,2,0,57,258,3,22.35,500.0,1.45,2.2,14.5,0
26.82,1,6,4,0,60,421,0,10.0,500.0,2.68,7.5,21.5,0
82.5,18,7,3,0,61,57,1,31.35,587.56,2.63,37.1,14.5,0
5.67,9,16,0,0,58,491,3,10.0,500.0,0.57,5.8,20.4,0
43.22,12,18,0,0,53,245,1,68.3,500.0,0.63,16.6,4.1,0
6.97,0,16,2,0,34,48,2,11.66,500.0,0.6,1.4,23.4,0
79.12,2,6,2,0,32,406,2,10.98,500.0,7.21,6.3,4.6,0
139.71,18,1,5,1,19,939,2,10.0,500.0,13.97,28.4,6.4,0
8.21,19,7,5,1,50,165,1,17.89,500.0,0.46,9.0,27.5,0
7.24,9,9,2,0,46,407,1,28.36,505.63,0.26,0.1,38.7,0
2.61,5,9,2,0,26,213,1,10.0,500.0,0.26,11.0,8.8,0
1.0,7,4,4,0,58,710,3,10.0,500.0,0.1,5.3,5.8,0
67.47,11,6,0,0,54,41,8,24.63,500.0,2.74,1.3,15.7,0
109.28,3,5,5,1,18,644,2,14.37,500.0,7.6,2.0,22.5,0
15.57,14,11,6,1,36,137,2,53.93,804.07,0.29,1.1,17.0,0
5.24,10,6,6,1,43,43,2,10.95,500.0,0.48,1.3,55.8,0
9.75,18,7,5,1,55,157,1,30.87,590.7,0.32,7.4,12.9,0
25.89,12,13,2,0,52,348,2,10.0,500.0,2.59,20.6,8.5,0
65.86,16,1,3,0,63,49,1,30.4,500.0,2.17,4.3,32.7,0
3.85,3,19,0,0,65,72,1,10.0,500.0,0.38,25.5,36.0,0
21.88,18,21,6,1,58,106,0,26.26,500.0,0.83,2.7,19.0,0
19.45,16,7,1,0,18,109,1,15.64,500.0,1.24,11.3,7.2,0
5.79,4,20,5,1,65,441,1,41.09,700.77,0.14,24.8,44.1,0
66.49,0,5,0,0,54,44,3,26.3,500.0,2.53,9.8,16.5,0
78.49,14,6,0,0,48,166,0,67.57,944.16,1.16,1.4,6.7,0
15.41,17,22,2,0,35,27,4,35.9,500.0,0.43,17.0,22.7,0
22.05,14,19,2,0,42,239,2,10.0,500.0,2.2,1.1,13.9,0
4.35,16,20,2,0,45,406,3,10.59,500.0,0.41,13.9,23.6,0
41.77,3,8,5,1,24,262,2,289.06,5312.84,0.14,13.7,20.9,0
373.43,19,23,1,0,43,188,2,18.66,500.0,20.01,16.6,25.3,0
98.58,8,10,0,0,31,99,3,57.71,1017.16,1.71,47.5,23.6,0
12.72,9,7,0,0,19,153,2,10.5,500.0,1.21,17.1,27.1,0
1.76,8,2,3,0,36,53,0,14.69,500.0,0.12,19.5,23.5,0
32.0,8,6,1,0,18,178,1,10.0,500.0,3.2,13.4,23.9,0
16.97,18,1,2,0,52,157,6,10.0,500.0,1.7,0.4,22.6,0
10.7,11,22,5,1,32,469,3,10.0,500.0,1.07,8.2,41.5,0
43.18,3,14,1,0,46,1400,0,10.0,500.0,4.32,9.6,36.8,0
21.16,0,5,3,0,37,1014,1,16.22,500.0,1.3,26.3,47.0,0
6.16,16,21,3,0,26,123,1,10.0,500.0,0.62,7.8,25.6,0
45.82,16,1,0,0,29,847,2,10.0,500.0,4.58,1.0,12.0,0
14.16,7,19,2,0,18,74,0,10.0,500.0,1.42,15.5,9.9,0
5.79,17,8,0,0,40,85,3,11.66,500.0,0.5,3.6,28.1,0
5.66,13,14,4,0,59,1,2,10.0,500.0,0.57,0.4,38.6,0
7.4,6,1,5,1,31,115,0,15.23,500.0,0.49,23.2,42.3,0
13.07,4,20,1,0,54,4,4,19.59,500.0,0.67,7.3,16.1,0
1.54,9,9,0,0,27,356,1,42.24,500.0,0.04,37.3,32.7,0
26.43,17,7,5,1,54,339,0,14.45,500.0,1.83,0.1,8.6,0
245.59,7,19,2,0,40,508,3,25.41,500.0,9.67,1.3,24.7,0
2.18,9,18,1,0,24,164,0,18.66,500.0,0.12,32.9,19.9,0
1.54,3,23,1,0,48,5,1,132.79,2268.22,0.01,9.9,17.8,0
63.29,10,22,6,1,43,164,0,36.93,500.0,1.71,4.8,11.9,0
39.0,10,9,4,0,46,332,3,10.0,500.0,3.9,3.6,31.3,0
5.54,9,7,2,0,19,193,2,10.88,500.0,0.51,8.4,14.4,0
1.4,18,9,2,0,56,268,1,45.23,582.43,0.03,31.5,27.9,0
275.26,11,11,0,0,33,889,2,10.0,500.0,27.53,11.9,36.2,0
44.49,1,18,6,1,18,1,2,14.37,500.0,3.1,2.5,10.6,0
10.55,12,10,4,0,58,246,1,21.87,500.0,0.48,6.4,8.3,0
9.06,6,4,1,0,39,312,4,30.98,500.0,0.29,10.6,18.9,0
8.43,6,16,4,0,48,176,4,40.01,545.7,0.21,1.2,14.9,0
41.61,14,11,1,0,60,1251,2,10.0,500.0,4.16,4.6,6.4,0
2.7,12,11,5,1,39,118,3,17.27,500.0,0.16,1.0,35.9,0
13.66,11,5,3,0,37,82,1,10.0,500.0,1.37,8.4,11.4,0
87.7,15,16,6,1,37,60,3,10.0,500.0,8.77,8.0,20.6,0
8.07,3,1,5,1,64,244,2,10.0,500.0,0.81,4.2,20.2,0
29.88,19,19,6,1,45,10,2,22.67,500.0,1.32,13.1,26.0,0
26.87,15,21,1,0,53,79,1,11.56,500.0,2.32,15.1,20.8,0
1352.04,7,0,3,0,53,375,4,10.0,500.0,135.2,4.9,15.7,0
15.29,8,7,4,0,38,248,1,22.51,500.0,0.68,14.7,45.2,0
190.1,9,22,3,0,40,378,6,25.05,500.0,7.59,27.6,16.4,0
37.64,16,14,1,0,35,451,3,10.0,500.0,3.76,16.1,27.1,0
27.88,7,11,2,0,36,354,2,14.57,500.0,1.91,26.8,22.1,0
10.4,19,11,5,1,40,2016,5,25.54,500.0,0.41,1.6,10.1,0
37.79,14,10,0,0,26,585,1,15.68,500.0,2.41,39.0,34.3,0
102.78,8,0,2,0,52,3,1,16.15,500.0,6.36,0.7,17.9,0
103.02,14,22,1,0,19,950,0,61.6,1082.88,1.67,1.6,17.1,0
20.33,6,13,6,1,33,32,5,11.05,500.0,1.84,9.1,31.3,0
35.43,9,22,4,0,39,157,0,22.43,500.0,1.58,6.6,16.1,0
287.03,12,8,4,0,45,126,5,10.0,500.0,28.7,3.2,39.1,0
10.95,18,23,6,1,44,50,3,31.56,500.0,0.35,10.1,14.7,0
33.46,8,19,1,0,18,122,5,10.0,500.0,3.35,6.5,9.4,0
137.34,0,19,4,0,53,875,0,135.36,2025.7,1.01,3.3,7.9,0
58.92,0,22,4,0,44,98,3,24.42,500.0,2.41,8.2,33.8,0
33.94,10,23,5,1,48,714,2,10.0,500.0,3.39,9.8,12.7,0
10.55,9,18,0,0,43,470,2,23.17,500.0,0.46,10.4,38.4,0
33.87,6,21,1,0,44,107,0,18.05,500.0,1.88,0.6,8.4,0
23.35,2,20,5,1,64,191,1,29.29,500.0,0.8,1.2,14.6,0
104.91,14,2,5,1,41,970,2,18.59,500.0,5.64,4.9,20.6,0
33.63,4,23,1,0,18,257,3,10.0,500.0,3.36,14.3,19.3,0
25.76,17,12,3,0,52,308,4,78.48,1091.7,0.33,1.6,31.9,0
51.93,10,21,6,1,35,23,5,39.63,500.0,1.31,3.8,24.6,0
54.72,10,4,1,0,42,6,2,10.0,500.0,5.47,24.5,25.7,0
48.01,17,16,3,0,49,224,1,15.74,500.0,3.05,0.2,21.5,0
24.83,4,5,1,0,59,61,2,10.0,500.0,2.48,16.8,22.4,0
3.56,14,15,2,0,46,5,1,10.14,500.0,0.35,21.1,10.2,0
3.06,3,3,5,1,54,1234,1,18.78,500.0,0.16,1.4,12.8,0
7.67,18,20,6,1,48,71,0,10.0,500.0,0.77,9.5,19.5,0
579.55,6,23,0,0,58,29,2,17.07,500.0,33.95,5.2,15.9,0
3.3,3,21,2,0,49,50,1,14.16,500.0,0.23,28.2,5.0,0
110.4,7,6,0,0,27,616,3,10.0,500.0,11.04,1.3,24.7,0
24.71,13,1,0,0,50,106,0,11.07,500.0,2.23,14.3,39.4,0
151.02,2,6,2,0,42,370,1,10.03,500.0,15.06,7.0,37.7,0
75.16,0,8,1,0,46,158,1,66.78,680.29,1.13,16.2,11.6,0
68.32,8,10,2,0,50,168,2,44.27,500.0,1.54,0.3,6.0,0
46.57,11,15,6,1,36,530,3,29.0,530.71,1.61,2.9,19.7,0
1.0,6,23,2,0,53,479,2,16.14,500.0,0.06,11.2,22.0,0
141.82,3,14,0,0,47,146,2,16.32,500.0,8.69,5.3,23.8,0
12.59,19,8,4,0,18,284,2,22.64,500.0,0.56,12.5,15.9,0
353.88,2,3,3,0,35,1,3,10.0,500.0,35.39,30.7,14.8,0
60.86,3,6,0,0,44,792,0,10.0,500.0,6.09,0.5,1.0,0
1.0,11,8,1,0,47,533,0,13.5,500.0,0.07,1.9,29.4,0
8.09,18,4,0,0,42,696,2,27.92,500.0,0.29,39.1,22.4,0
1.57,2,7,5,1,41,21,1,39.95,500.0,0.04,1.7,21.0,0
2.9,12,9,6,1,24,132,2,10.0,500.0,0.29,5.4,24.6,0
41.72,9,22,5,1,43,1543,0,10.0,500.0,4.17,23.7,15.8,0
149.5,4,10,6,1,30,187,3,29.58,500.0,5.05,37.7,41.5,0
65.77,15,1,3,0,36,761,3,21.81,500.0,3.02,13.2,9.7,0
4.31,14,10,0,0,37,153,0,10.0,500.0,0.43,27.8,6.8,0
140.7,8,21,0,0,38,4,5,59.1,1130.75,2.38,2.2,22.3,0
74.96,14,2,2,0,28,622,0,15.36,500.0,4.88,16.2,16.8,0
590.62,5,7,3,0,53,437,1,10.0,500.0,59.06,1.5,6.6,0
35.2,1,15,1,0,28,79,1,193.9,2312.54,0.18,32.9,19.2,0
3.59,8,20,5,1,24,121,3,22.37,500.0,0.16,28.1,7.8,0
36.43,17,17,0,0,34,94,0,10.0,500.0,3.64,26.0,20.4,0
19.09,8,2,0,0,39,70,3,10.0,500.0,1.91,10.2,7.7,0
1478.16,14,17,0,0,66,35,3,10.0,500.0,147.82,2.9,16.5,0
21.05,4,18,4,0,38,702,1,10.0,500.0,2.1,3.1,18.7,0
6.68,4,21,0,0,47,201,0,19.27,500.0,0.35,1.3,22.8,0
42.9,5,0,1,0,40,120,0,10.0,500.0,4.29,6.0,5.7,0
2.81,2,11,3,0,18,239,3,10.0,500.0,0.28,7.9,35.0,0
46.23,7,16,0,0,19,88,2,35.68,500.0,1.3,14.3,12.4,0
10.41,13,8,6,1,47,1713,1,23.86,500.0,0.44,0.2,18.7,0
33.64,7,5,1,0,31,604,1,24.91,500.0,1.35,1.1,16.7,0
1.66,3,20,0,0,39,812,3,10.0,500.0,0.17,3.4,40.7,0
38.03,15,14,2,0,26,90,3,10.0,500.0,3.8,8.9,18.9,0
53.61,6,12,4,0,41,585,2,24.08,500.0,2.23,2.1,14.0,0
41.61,9,14,5,1,71,203,1,20.56,500.0,2.02,9.4,8.8,0
10.03,11,8,0,0,21,160,0,10.0,500.0,1.0,15.6,27.5,0
10.69,5,10,0,0,26,64,2,10.0,500.0,1.07,1.0,33.5,0
8.69,5,3,2,0,44,557,3,19.58,500.0,0.44,2.4,8.7,0
44.36,3,17,4,0,49,18,1,74.02,597.31,0.6,13.1,0.8,0
190.85,16,9,1,0,41,166,2,44.75,500.0,4.26,4.4,26.1,0
16.32,12,14,1,0,18,82,1,12.15,500.0,1.34,11.6,46.9,0
148.93,11,22,1,0,37,104,0,32.91,500.0,4.53,6.1,16.6,0
8.55,2,19,6,1,24,487,1,10.0,500.0,0.86,5.2,34.0,0
122.34,9,21,6,1,62,103,2,14.15,500.0,8.65,0.3,38.0,0
61.75,13,5,6,1,53,199,1,51.61,500.0,1.2,7.0,19.8,0
3.74,0,16,0,0,52,129,2,12.4,500.0,0.3,6.5,46.4,0
50.31,1,7,3,0,38,93,2,10.0,500.0,5.03,9.3,33.5,0
17.09,13,14,4,0,39,156,1,11.96,500.0,1.43,1.5,17.9,0
97.68,3,22,6,1,49,721,1,16.43,500.0,5.95,2.2,11.6,0
58.75,9,9,1,0,70,90,3,25.49,500.0,2.3,3.6,3.0,0
18.12,17,8,3,0,57,332,3,10.07,500.0,1.8,12.3,24.7,0
8.52,14,19,6,1,41,239,1,14.89,500.0,0.57,1.3,2.2,0
15.71,17,15,4,0,21,695,1,20.1,500.0,0.78,9.1,31.1,0
27.0,3,6,0,0,23,300,1,10.0,500.0,2.7,0.1,7.1,0
48.65,19,6,5,1,43,40,2,13.67,500.0,3.56,0.3,21.2,0
41.22,11,12,5,1,38,344,2,10.0,500.0,4.12,14.4,7.5,0
12.55,5,23,5,1,64,325,2,10.0,500.0,1.26,39.8,24.0,0
3.32,13,15,5,1,50,307,1,38.1,500.0,0.09,8.7,11.7,0
37.88,5,16,4,0,18,252,1,18.16,500.0,2.09,14.6,15.3,0
50.31,9,8,6,1,42,315,3,10.0,500.0,5.03,2.0,28.2,0
23.67,0,19,4,0,53,593,4,10.0,500.0,2.37,2.0,18.4,0
1.0,11,0,0,0,54,84,0,15.32,500.0,0.07,5.9,23.9,0
13.93,19,0,5,1,51,1312,3,20.61,500.0,0.68,7.4,12.1,0
1.91,13,0,3,0,55,62,0,10.0,500.0,0.19,12.7,21.9,0
36.65,11,6,2,0,48,378,2,22.22,500.0,1.65,36.8,21.6,0
2.23,11,22,2,0,63,6,1,17.74,500.0,0.13,20.0,14.2,0
25.6,14,6,4,0,32,858,3,25.16,500.0,1.02,5.0,12.4,0
24.86,15,16,6,1,58,1761,0,10.0,500.0,2.49,11.3,18.6,0
90.8,18,0,2,0,55,14,1,19.58,500.0,4.64,5.0,36.8,0
18.68,15,9,6,1,24,231,3,41.78,581.32,0.45,1.7,10.5,0
31.94,10,4,4,0,52,49,4,45.1,900.15,0.71,4.9,4.8,0
26.73,3,12,5,1,54,268,2,10.0,500.0,2.67,1.4,26.1,0
20.23,6,2,3,0,46,536,3,12.9,500.0,1.57,13.1,40.5,0
95.98,11,11,6,1,56,5,1,17.55,500.0,5.47,5.7,31.1,0
109.21,8,9,1,0,45,257,7,58.69,500.0,1.86,3.6,44.8,0
10.22,18,10,0,0,27,750,4,41.18,500.0,0.25,1.1,19.4,0
7.08,12,10,6,1,62,244,4,10.0,500.0,0.71,1.1,17.3,0
44.8,6,16,0,0,47,418,2,56.89,519.97,0.79,1.6,3.6,0
